0,0,0,1.30E-04,1.28E-04,-2.46E-04
0,0,0.01,9.91E-05,9.96E-05,-3.02E-04
0,0,0.02,5.26E-05,5.54E-05,-3.52E-04
0,0,0.03,-8.01E-06,-2.82E-06,-3.87E-04
0,0,0.04,-7.72E-05,-6.97E-05,-3.98E-04
0,0,0.05,-1.47E-04,-1.37E-04,-3.81E-04
0,0,0.06,-2.08E-04,-1.97E-04,-3.41E-04
0,0,0.07,-2.55E-04,-2.42E-04,-2.83E-04
0,0,0.08,-2.85E-04,-2.71E-04,-2.18E-04
0,0,0.09,-3.00E-04,-2.85E-04,-1.53E-04
0,0,0.1,-3.02E-04,-2.87E-04,-9.31E-05
0,0,0.11,-2.95E-04,-2.80E-04,-4.20E-05
0,0,0.12,-2.82E-04,-2.67E-04,2.85E-07
0,0,0.13,-2.65E-04,-2.51E-04,3.41E-05
0,0,0.14,-2.45E-04,-2.34E-04,6.05E-05
0,0,0.15,-2.25E-04,-2.15E-04,8.05E-05
0,0,0.16,-2.05E-04,-1.97E-04,9.52E-05
0,0,0.17,-1.85E-04,-1.80E-04,1.05E-04
0,0,0.18,-1.66E-04,-1.63E-04,1.12E-04
0,0,0.19,-1.48E-04,-1.48E-04,1.16E-04
0,0,0.2,-1.32E-04,-1.33E-04,1.17E-04
0,0,0.21,-1.16E-04,-1.20E-04,1.17E-04
0,0,0.22,-1.02E-04,-1.08E-04,1.15E-04
0,0,0.23,-8.94E-05,-9.66E-05,1.12E-04
0,0,0.24,-7.79E-05,-8.65E-05,1.08E-04
0,0.01,0,1.77E-04,1.59E-04,-2.67E-04
0,0.01,0.01,1.42E-04,1.31E-04,-3.40E-04
0,0.01,0.02,8.53E-05,8.20E-05,-4.08E-04
0,0.01,0.03,6.78E-06,1.39E-05,-4.56E-04
0,0.01,0.04,-8.56E-05,-6.68E-05,-4.73E-04
0,0.01,0.05,-1.79E-04,-1.48E-04,-4.52E-04
0,0.01,0.06,-2.59E-04,-2.19E-04,-3.98E-04
0,0.01,0.07,-3.18E-04,-2.70E-04,-3.22E-04
0,0.01,0.08,-3.52E-04,-2.99E-04,-2.38E-04
0,0.01,0.09,-3.66E-04,-3.11E-04,-1.58E-04
0,0.01,0.1,-3.63E-04,-3.08E-04,-8.78E-05
0,0.01,0.11,-3.50E-04,-2.96E-04,-2.95E-05
0,0.01,0.12,-3.30E-04,-2.79E-04,1.70E-05
0,0.01,0.13,-3.06E-04,-2.60E-04,5.29E-05
0,0.01,0.14,-2.82E-04,-2.39E-04,8.00E-05
0,0.01,0.15,-2.56E-04,-2.18E-04,9.98E-05
0,0.01,0.16,-2.32E-04,-1.98E-04,1.14E-04
0,0.01,0.17,-2.08E-04,-1.79E-04,1.23E-04
0,0.01,0.18,-1.86E-04,-1.62E-04,1.29E-04
0,0.01,0.19,-1.65E-04,-1.46E-04,1.31E-04
0,0.01,0.2,-1.46E-04,-1.31E-04,1.31E-04
0,0.01,0.21,-1.28E-04,-1.17E-04,1.30E-04
0,0.01,0.22,-1.12E-04,-1.05E-04,1.27E-04
0,0.01,0.23,-9.80E-05,-9.36E-05,1.22E-04
0,0.01,0.24,-8.52E-05,-8.35E-05,1.18E-04
0,0.02,0,2.37E-04,1.92E-04,-2.84E-04
0,0.02,0.01,2.01E-04,1.65E-04,-3.79E-04
0,0.02,0.02,1.32E-04,1.13E-04,-4.70E-04
0,0.02,0.03,3.06E-05,3.42E-05,-5.39E-04
0,0.02,0.04,-9.32E-05,-6.23E-05,-5.65E-04
0,0.02,0.05,-2.19E-04,-1.60E-04,-5.37E-04
0,0.02,0.06,-3.24E-04,-2.42E-04,-4.64E-04
0,0.02,0.07,-3.96E-04,-2.98E-04,-3.63E-04
0,0.02,0.08,-4.33E-04,-3.27E-04,-2.57E-04
0,0.02,0.09,-4.43E-04,-3.34E-04,-1.59E-04
0,0.02,0.1,-4.33E-04,-3.25E-04,-7.70E-05
0,0.02,0.11,-4.11E-04,-3.08E-04,-1.20E-05
0,0.02,0.12,-3.82E-04,-2.86E-04,3.79E-05
0,0.02,0.13,-3.51E-04,-2.63E-04,7.50E-05
0,0.02,0.14,-3.20E-04,-2.39E-04,1.02E-04
0,0.02,0.15,-2.89E-04,-2.16E-04,1.21E-04
0,0.02,0.16,-2.59E-04,-1.95E-04,1.34E-04
0,0.02,0.17,-2.32E-04,-1.76E-04,1.42E-04
0,0.02,0.18,-2.06E-04,-1.57E-04,1.46E-04
0,0.02,0.19,-1.82E-04,-1.41E-04,1.47E-04
0,0.02,0.2,-1.60E-04,-1.26E-04,1.46E-04
0,0.02,0.21,-1.41E-04,-1.12E-04,1.43E-04
0,0.02,0.22,-1.23E-04,-1.00E-04,1.38E-04
0,0.02,0.23,-1.07E-04,-8.90E-05,1.33E-04
0,0.02,0.24,-9.23E-05,-7.92E-05,1.27E-04
0,0.03,0,3.12E-04,2.22E-04,-2.97E-04
0,0.03,0.01,2.77E-04,2.00E-04,-4.16E-04
0,0.03,0.02,1.97E-04,1.46E-04,-5.39E-04
0,0.03,0.03,6.66E-05,5.77E-05,-6.36E-04
0,0.03,0.04,-9.94E-05,-5.60E-05,-6.75E-04
0,0.03,0.05,-2.68E-04,-1.72E-04,-6.38E-04
0,0.03,0.06,-4.06E-04,-2.66E-04,-5.37E-04
0,0.03,0.07,-4.92E-04,-3.25E-04,-4.05E-04
0,0.03,0.08,-5.30E-04,-3.50E-04,-2.70E-04
0,0.03,0.09,-5.31E-04,-3.50E-04,-1.53E-04
0,0.03,0.1,-5.10E-04,-3.35E-04,-6.00E-05
0,0.03,0.11,-4.76E-04,-3.12E-04,1.08E-05
0,0.03,0.12,-4.38E-04,-2.85E-04,6.28E-05
0,0.03,0.13,-3.98E-04,-2.59E-04,1.00E-04
0,0.03,0.14,-3.59E-04,-2.33E-04,1.26E-04
0,0.03,0.15,-3.22E-04,-2.09E-04,1.43E-04
0,0.03,0.16,-2.87E-04,-1.87E-04,1.55E-04
0,0.03,0.17,-2.55E-04,-1.67E-04,1.61E-04
0,0.03,0.18,-2.26E-04,-1.49E-04,1.63E-04
0,0.03,0.19,-1.99E-04,-1.33E-04,1.63E-04
0,0.03,0.2,-1.74E-04,-1.18E-04,1.60E-04
0,0.03,0.21,-1.52E-04,-1.05E-04,1.55E-04
0,0.03,0.22,-1.33E-04,-9.34E-05,1.50E-04
