0.0,0.0,0.0,2.379007756306507E-4,2.1748732147161388E-4,2.2279015481853944E-4
0.0,0.0,0.04,3.24316780065964E-4,2.942898650112819E-4,2.2720691779489006E-4
0.0,0.0,0.08,4.173235763115564E-4,3.764450698396739E-4,1.9547005790322307E-4
0.0,0.0,0.12,4.927497962803677E-4,4.431961238038331E-4,1.1838497304102613E-4
0.0,0.0,0.16,5.220775148358326E-4,4.7047503470061026E-4,7.667117727743422E-6
0.0,0.0,0.2,4.921237061161559E-4,4.4674783426534273E-4,-1.0409332208988738E-4
0.0,0.0,0.24,4.161728311424609E-4,3.8211291510443607E-4,-1.8379664204630966E-4
0.0,0.0,0.28,3.2283745136489986E-4,3.0021608122437083E-4,-2.1865994171846878E-4
0.0,0.0,0.32,2.3631714225298174E-4,2.2234331988930627E-4,-2.170307231554614E-4
0.0,0.04,0.0,3.246349432171673E-4,2.1902940816078824E-4,3.004773388921959E-4
0.0,0.04,0.04,4.6614472460708184E-4,3.11168220600694E-4,3.2093993631932005E-4
0.0,0.04,0.08,6.286740638741143E-4,4.156171429280688E-4,2.8719213788435505E-4
0.0,0.04,0.12,7.670344463108639E-4,5.041223404082478E-4,1.7778071415450723E-4
0.0,0.04,0.16,8.223076093315396E-4,5.414581464138407E-4,9.462734295399733E-6
0.0,0.04,0.2,7.662623399857609E-4,5.1026145980798E-4,-1.6032963830532826E-4
0.0,0.04,0.24,6.271799391343873E-4,4.252077305245987E-4,-2.733289463166903E-4
0.0,0.04,0.28,4.6416803609276055E-4,3.2092078226307E-4,-3.11118952387708E-4
0.0,0.04,0.32,3.225257164292833E-4,2.2685606926236017E-4,-2.940128712648543E-4
0.0,0.08,0.0,4.1810030979805426E-4,1.8411747902840272E-4,3.8210545901276393E-4
0.0,0.08,0.04,6.291702453252771E-4,2.7321872615579195E-4,4.2473134893918286E-4
0.0,0.08,0.08,8.844876287378309E-4,3.78788659450727E-4,3.9217500085942536E-4
0.0,0.08,0.12,0.0011088030547881129,4.7048943658843846E-4,2.4569827949483004E-4
0.0,0.08,0.16,0.0011995869074325355,5.103171937408898E-4,8.951478102765416E-6
0.0,0.08,0.2,0.001108042820842489,4.797354300431787E-4,-2.293796640513037E-4
0.0,0.08,0.24,8.827721948391173E-4,3.9302852231201836E-4,-3.79580730756094E-4
0.0,0.08,0.28,6.266973120240464E-4,2.8735102139467616E-4,-4.160557118443328E-4
0.0,0.08,0.32,4.1541294882166386E-4,1.9517872916240014E-4,-3.7643272782367747E-4
0.0,0.12,0.0,4.940801146121291E-4,1.0446814625617493E-4,4.464751567246613E-4
0.0,0.12,0.04,7.681289802908684E-4,1.6028701661070153E-4,5.092777570144376E-4
0.0,0.12,0.08,0.001109338274064008,2.286325754492897E-4,4.7814586351219206E-4
0.0,0.12,0.12,0.0014117229020633496,2.891870953906996E-4,2.991348010760274E-4
0.0,0.12,0.16,0.001533782747414631,3.172995052563366E-4,4.694580165521435E-6
0.0,0.12,0.2,0.0014111243462075012,3.008004924738677E-4,-2.9078967402030106E-4
0.0,0.12,0.24,0.001107538707798177,2.46521508438465E-4,-4.7202536472919866E-4
0.0,0.12,0.28,7.6520332434896E-4,1.7788536103017057E-4,-5.050721329570542E-4
0.0,0.12,0.32,4.908239002371521E-4,1.1804785634111178E-4,-4.4345007677206404E-4
0.0,0.16,0.0,5.239758682717608E-4,-7.141253747814701E-6,4.7007496140666767E-4
0.0,0.16,0.04,8.240451832738436E-4,-9.21375996654936E-6,5.40208996383217E-4
0.0,0.16,0.08,0.001200652806274022,-9.280204692893067E-6,5.082835144151146E-4
